ID,Prompt,element,product_process_ratio,chars_process_per_min_incl_space,chars_process_per_min_excl_space,mean_process_time_in_p_burst_pt200,mean_typed_chars_in_p_burst_pt200,mean_pause_time_in_seconds_pt200,proportion_of_pause_time_pt200,mean_process_time_in_p_burst_pt1000,mean_typed_chars_in_p_burst_pt1000,mean_pause_time_in_seconds_pt1000,proportion_of_pause_time_pt1000,mean_process_time_in_p_burst_pt2000,mean_typed_chars_in_p_burst_pt2000,mean_pause_time_in_seconds_pt2000,proportion_of_pause_time_pt2000,mean_pause_time_sec_within_words_pt200,mean_pause_time_sec_between_words_pt200,mean_pause_time_sec_between_sentences_pt200,mean_pause_time_sec_within_words_pt1000,mean_pause_time_sec_between_words_pt1000,mean_pause_time_sec_between_sentences_pt1000,mean_pause_time_sec_within_words_pt2000,mean_pause_time_sec_between_words_pt2000,mean_pause_time_sec_between_sentences_pt2000,proportion_of_pause_time_within_words_pt200,proportion_of_pause_time_within_words_pt1000,proportion_of_pause_time_within_words_pt2000,proportion_of_pause_time_between_words_pt200,proportion_of_pause_time_between_words_pt1000,proportion_of_pause_time_between_words_pt2000,proportion_of_pause_time_between_sentences_pt200,proportion_of_pause_time_between_sentences_pt1000,proportion_of_pause_time_between_sentences_pt2000
62,Competition,Data,0.869591712,189.1437667,156.0726173,1.199691415,3.781902552,0.625902326,0.520508948,9.233339286,29.10714286,2.299727273,0.244620136,25.85335,81.5,4.073315789,0.149676928,0.323,0.979,0.878,1.389,2.261,1.715,0,4.735,0,0.093076913,0.013431528,0,0.471449541,0.773975133,0.201463253,0.011886274,0.009950355,0
62,Competition,FinalClaim,0.901694915,240.033338,201.6946798,1.013943662,4.056338028,0.4615,0.448742881,23.99666667,96,3.32,0.092235033,35.995,144,4.704,0.065342409,0.354,0.656,1.08,0,4.704,0,0,4.704,0,0.122933741,0,0,0.373607445,0.065342409,0.065342409,0.015002084,0,0
63,Competition,Data,0.879785605,55.53482704,46.37266102,3.221155452,2.981438515,0.57511215,0.177299437,28.33302041,26.2244898,2.372565217,0.078611673,63.10536364,58.40909091,3.729894737,0.051045942,0.405016043,1.462826816,2.386777778,1.636357143,3.677482759,3.36725,3.548,3.917896552,3.802125,0.054553784,0.016501263,0.005111221,0.188606645,0.384087075,0.409196596,0.01547268,0.019403336,0.021909246
63,Competition,FinalClaim,0.87012987,11.83557889,9.811071976,19.26395,3.8,0.315789474,0.01557313,385.279,76,0,0,385.279,76,0,0,0.315,0.546,0,0,0,0,0,0,0,0.008993483,0,0,0.014171548,0,0,0,0,0
63,Competition,PrimaryClaim,0.824561404,26.76312741,22.41293709,6.408636364,2.858585859,0.630123711,0.096337802,48.80423077,21.76923077,2.916727273,0.050569386,158.61375,70.75,8.891,0.028027204,0.41806,0.645636364,0,1.68,1.659,0,0,0,0,0.032946387,0.007943826,0,0.033581578,0.018303899,0,0,0,0
64,Appearance,Data,0.833107191,97.26646407,78.2974856,1.668296758,2.704488778,0.62622375,0.374431043,23.47322807,38.05263158,4.475927273,0.183991617,60.817,98.59090909,9.94035,0.148588089,0.313173913,0.577412141,0.412,1.163,1.629066667,0,0,2.850666667,0,0.075369178,0.004346123,0,0.135077363,0.018263434,0.006391754,0.003387211,0,0
64,Appearance,FinalClaim,0.830102623,14.16434882,11.25884137,8.694921053,2.052631579,0.558324324,0.062522888,165.2035,39,7.003,0.021195072,165.2035,39,7.003,0.021195072,0.334,0.518,0,0,0,0,0,0,0,0.015163117,0,0,0.021948688,0,0,0,0,0
64,Appearance,PrimaryClaim,0.897196262,34.15351899,27.3872558,7.759083333,4.416666667,0.301913043,0.037289628,186.218,106,0,0,186.218,106,0,0,0.249,0.325,0,0,0,0,0,0,0,0.014708567,0,0,0.008726332,0,0,0,0,0
65,Appearance,Data,0.755451713,158.1743438,133.0663013,1.246649146,3.286465177,0.590694737,0.473203331,11.03139535,29.08139535,2.3212,0.207970908,25.64054054,67.59459459,3.578305556,0.135784758,0.348,0.818,0.621,1.546,1.55,1.361,2.576,3.298,3.231,0.090970802,0.008147992,0.002715295,0.279363339,0.395383156,0.079955729,0.009164119,0.012911352,0.003405713
65,Appearance,FinalClaim,0.899193548,210.42787,171.8494272,1.200561404,4.210526316,0.511696429,0.418736848,9.776,34.28571429,1.737333333,0.152326397,22.81066667,80,2.548,0.074468085,0.404,0.571,0.36,1.328,1.676,0,0,2.016,0,0.088555062,0.019406126,0,0.267009586,0.048982932,0.029459902,0.005260697,0,0
66,Competition,Data,0.912380952,64.74114845,53.64266586,1.683574394,1.816608997,0.394449477,0.232671466,40.54608333,43.75,2.689,0.055266333,121.63825,131.25,7.7075,0.031682057,0.308516129,0.650285714,12.311,1.612,1.675365854,13.607,0,3.32,12.095,0.098283229,0.009939308,0,0.112267317,0.141176809,0.006823512,0.025302485,0.027966121,0.024858546
66,Competition,FinalClaim,0.977924945,182.2855807,154.2416452,0.541022989,1.643678161,0.450744186,0.823556906,7.844833333,23.83333333,2.4268,0.257791753,11.76725,35.75,3.183333333,0.202893624,0.381,0.979,0,1.964,1.68,0,2.375,3.588,0,0.404724978,0.083451954,0.050457838,0.457583548,0.713845631,0.152457031,0,0,0
66,Competition,PrimaryClaim,0.853556485,43.13832843,37.0014951,2.638246032,1.896825397,0.704895161,0.262942251,41.552375,29.875,7.853166667,0.141745809,66.4838,47.8,14.22866667,0.128410229,0.307056338,2.112857143,0,0,6.826571429,0,0,14.22866667,0,0.065582894,0,0,0.177968167,0.143752313,0.128410229,0,0,0
67,Competition,Data,0.80705191,63.99391741,52.8425021,1.311585873,1.398891967,1.039162275,0.79119714,9.283970588,9.901960784,4.99649505,0.532908819,19.32581633,20.6122449,9.055333333,0.458999013,0.356,2.932,9.188,1.48,5.32,9.225,2.324,20.559,22.892,0.13383388,0.01406599,0.004908312,0.445853859,0.786512701,3.039457636,0.058215457,0.05844989,0.145044431
67,Competition,FinalClaim,0.819672131,53.01524188,45.94654296,1.170775862,1.034482759,0.866982456,0.727752006,6.173181818,5.454545455,3.153,0.46432516,13.581,12,5.7865,0.340858552,0.635,1.022,0,3.645,2.384,0,7.608,0,0,0.289890288,0.161033797,0.112038878,0.075252191,0.140431485,0,0,0,0
68,Appearance,Data,0.868209731,113.727247,93.00459251,1.412107374,2.676584735,0.467818418,0.330433811,21.83118,41.38,2.329458333,0.102435141,43.66236,82.76,3.359304348,0.070783164,0.317071429,0.885394904,0.4078125,1.619714286,2.148216495,2.00525,2.564,2.527231317,2.279333333,0.097599855,0.010386979,0.004697868,0.254694432,0.572695567,0.650585081,0.005977689,0.029392823,0.031322173
68,Appearance,PrimaryClaim,0.685840708,27.04173399,20.43707085,4.499794393,2.028037383,0.53052381,0.115695837,32.09853333,14.46666667,1.764076923,0.047630421,96.2956,43.4,3.292333333,0.020513918,0.290827586,0.854764706,0,1.173,1.4884375,0,0,4.255,0,0.017516896,0.002436248,0,0.060359975,0.049462281,0.008837372,0,0,0
69,Competition,Data,0.861070912,28.22802894,23.67512105,3.960718579,1.863387978,0.856384615,0.215037979,36.240575,17.05,5.039973684,0.132116419,57.98492,27.28,7.433695652,0.117944459,0.429342105,1.013,0.508,2.702,2.089121212,1.356,3.6062,5.4286,0,0.056273252,0.014911463,0.012438406,0.064289819,0.047557882,0.018724179,0.002102616,0.001870831,0
69,Competition,FinalClaim,0.941176471,42.12598189,34.92495934,2.824457627,1.983050847,0.615275862,0.214146409,33.3286,23.4,4.02575,0.096631722,33.3286,23.4,4.02575,0.096631722,0.356,0.703,0,0,3.163,0,0,3.163,0,0.059816494,0,0,0.080153382,0.36063321,0.36063321,0,0,0
69,Competition,PrimaryClaim,0.807121662,18.46607022,14.83980266,5.720670213,1.760638298,0.927032258,0.160325657,34.69309677,10.67741935,3.847758621,0.103753094,71.69906667,22.06666667,6.931230769,0.083781658,0.3716875,1.819488889,0.752,1.3328,3.144571429,3.016,0,3.7965625,3.016,0.027647966,0.006196268,0,0.076130233,0.081868104,0.056481442,0.001398438,0.002804314,0.002804314
70,Appearance,Data,0.805143422,56.31360745,47.0489307,1.435315087,1.347129506,0.792323963,0.550546904,8.740252033,8.203252033,2.898082645,0.326187316,22.39689583,21.02083333,5.470043478,0.234055873,0.372003096,1.715508065,1.6224,1.5726,3.177571429,2.0768,3.5255,5.166640625,4.456,0.111768651,0.021942215,0.006558759,0.197872473,0.310352718,0.307580757,0.007545689,0.009659077,0.016579679
70,Appearance,FinalClaim,0.76910017,8.711591862,7.441151382,9.445542857,1.371428571,0.888088235,0.091335596,55.099,8,3.97,0.060043437,82.6485,12,5.568666667,0.050533283,0.312,0.698,0,0,1.624,0,0,0,0,0.01793136,0,0,0.008445404,0.00491237,0,0,0,0
71,Competition,Data,0.800677583,58.08605132,48.2499694,2.124231765,2.056470588,0.611858491,0.287359804,22.85565823,22.12658228,2.927896104,0.124860642,47.51571053,46,4.676333333,0.093236752,0.386379845,1.151648536,0.83425,1.542125,2.216189189,1.740333333,2.332,5.356388889,0,0.082814161,0.013665286,0.002583079,0.152439332,0.227068942,0.053397851,0.003696284,0.005783129,0
71,Competition,FinalClaim,0.845188285,99.73625302,84.44336089,1.270957746,2.112676056,0.486457143,0.377357654,22.5595,37.5,2.538333333,0.084387952,30.07933333,50,3.2,0.070923558,0.373,0.799,0,0,1.7,0,0,2.184,0,0.132272435,0,0,0.132815444,0.03767814,0.024202664,0,0,0
71,Competition,PrimaryClaim,0.894736842,23.53255337,19.77735868,5.706380952,2.238095238,0.52197561,0.089294357,119.834,47,7.144,0.029807901,119.834,47,7.144,0.029807901,0.326,0.534,0,0,0,0,0,0,0,0.028564514,0,0,0.022280822,0,0,0,0,0
72,Appearance,Data,0.777777778,40.76858417,32.70381698,1.800370996,1.223309609,0.762988414,0.42304102,13.05559355,8.870967742,3.289732026,0.248727402,30.66086364,20.83333333,5.934171875,0.187677312,0.333303774,1.385356757,3.39625,1.86,7.57975,9.16175,2.909333333,9.900054422,9.16175,0.087294681,0.011029755,0.004313069,0.126649954,0.569337973,0.719161778,0.006713227,0.018109652,0.018109652
72,Appearance,FinalClaim,0.778185151,155.7482338,130.0578035,0.705056604,1.830188679,0.5845,0.813369728,6.228,16.16666667,2.9602,0.396087562,12.456,32.33333333,5.5045,0.294610362,0.282,1.422,0,0,3.39,0,0,5.505,0,0.249036609,0,0,0.570809249,0.362877328,0.294637123,0,0,0
72,Appearance,PrimaryClaim,0.803571429,4.814374346,3.782722701,17.02219512,1.365853659,0.780275,0.044720666,87.23875,7,2.853714286,0.028622602,116.3183333,9.333333333,3.4944,0.025034747,0.291,0.67,0,0,1.056,0,0,0,0,0.008339184,0,0,0.006720064,0.001513089,0,0,0,0
73,Competition,Data,0.839787396,125.8457114,102.3519443,1.279556468,2.683778234,0.62159465,0.484791637,11.12757143,23.33928571,2.386727273,0.210657569,32.79705263,68.78947368,4.578444444,0.132251935,0.316,1.139,0.916,1.124,2.386,1.501,0,3.06,2.739,0.069980614,0.003607513,0,0.35094296,0.536055872,0.648196885,0.014699652,0.019270024,0.030768169
73,Competition,FinalClaim,0.782312925,50.52923024,41.18478355,2.84204918,2.393442623,0.709833333,0.245666657,17.3365,14.6,2.436555556,0.126490353,34.673,29.2,3.80225,0.087728204,0.318,1.204,0,0,2.456,0,0,2.842,0,0.029348484,0,0,0.125007931,0.056666571,0.049179477,0,0,0
74,Appearance,Data,0.842615012,48.90078482,40.61251621,2.279191904,1.857571214,0.625282707,0.273521416,22.68986567,18.49253731,3.252446154,0.139064649,58.47003846,47.65384615,6.452583333,0.101868084,0.305627329,1.114668639,0.9874,1.516285714,2.970121951,1.661333333,2.664,5.17652,3.838,0.064735325,0.00698188,0.001752377,0.123915536,0.16020697,0.255383263,0.003247554,0.003278471,0.007573899
74,Appearance,FinalClaim,0.888048411,121.3870494,102.7743685,0.823811111,1.666666667,0.684831461,0.822060073,8.238111111,16.66666667,4.356875,0.470105067,14.8286,30,7.45975,0.402452018,0.294,1.747,0,1.144,4.688,0,0,7.98,0,0.214126755,0.015429643,0,0.32987605,0.252916661,0.215259701,0,0,0
74,Appearance,PrimaryClaim,0.896648045,23.03668066,19.24013273,5.358770115,2.057471264,0.51830814,0.095609732,49.07505263,18.84210526,2.332470588,0.042525627,103.6028889,39.77777778,3.816,0.02864785,0.287051546,1.016116279,0,1.135,3.028428571,0,0,5.437333333,0,0.029861887,0.001217255,0,0.046859483,0.022735316,0.01749415,0,0,0
75,Competition,Data,0.731752673,42.8436633,35.52495753,3.336251121,2.382286996,0.52963892,0.158218792,35.8546506,25.60240964,2.1152125,0.056861774,102.6184828,73.27586207,3.570230769,0.031192203,0.380147157,0.807304054,0.8712,1.585307692,2.659437008,2.184375,2.096,3.223518519,2.661333333,0.03819437,0.006925216,0.000704316,0.080298098,0.2269864,0.204723825,0.002927482,0.005872102,0.005365707
75,Competition,FinalClaim,0.707317073,146.1402246,121.8159528,0.893721739,2.176811594,0.555052326,0.619257039,7.17055814,17.46511628,1.884380952,0.256682688,30.8334,75.1,4.100222222,0.119681903,0.396,0.918,0.658,2.331,1.692,1.46,3.644,3.874,0,0.160540193,0.037799918,0.023636706,0.294751795,0.477417346,0.050257189,0.008536198,0.0189405,0
75,Competition,PrimaryClaim,0.716262976,9.157061147,7.434129781,13.62692754,2.079710145,0.542845588,0.039258906,117.53225,17.9375,2.073571429,0.015437252,235.0645,35.875,3.298333333,0.010523707,0.393395833,0.696052632,0,1.172,1.80175,0,0,3.575,0,0.010041393,0.001246466,0,0.014065288,0.003832459,0.001901074,0,0,0
76,Appearance,Data,0.829581994,17.73401291,14.78797168,9.071458515,2.681222707,1.810263158,0.198684487,74.19157143,21.92857143,12.5237037,0.162773592,98.92209524,29.23809524,16.40785,0.157967983,0.373,1.824,0.603,2.096,4.522,1.992,2.624,21.938,0,0.016878121,0.002017942,0.001263139,0.079023224,0.084895088,0.052802494,0.001451359,0.000958908,0
76,Appearance,FinalClaim,0.916083916,6.287368146,5.224714375,16.72960494,1.75308642,2.7841875,0.164368186,135.5098,14.2,21.738,0.144374798,225.8496667,23.66666667,38.0548,0.140413461,0.298,1.054,2.31,1.375,2.504,2.31,0,2.629,2.31,0.006817219,0.001014687,0,0.01555607,0.024021879,0.023280973,0.001704674,0.001704674,0.001704674
77,Competition,Data,0.825331126,127.6999285,104.0996886,1.637570588,3.485294118,0.502643068,0.30604159,27.8387,59.25,3.155,0.107664869,69.59675,148.125,6.372428571,0.080116888,0.281,0.578,0.513,0,1.78,0,0,2.52,0,0.071666421,0,0,0.165061587,0.01918193,0.009052147,0.007371034,0,0
77,Competition,FinalClaim,0.894230769,49.30821605,39.54185442,3.759477612,3.089552239,0.840348485,0.220191754,25.1885,20.7,3.911111111,0.139746313,35.98357143,29.57142857,5.077333333,0.120944082,0.328,0.859,0,1.792,2.84,0,0,2.84,0,0.031252357,0.007114358,0,0.078436588,0.03382496,0.03382496,0,0,0
78,Competition,Data,0.817010309,77.68884163,62.58455943,1.022321408,1.323716099,0.571308492,0.558189586,17.03541346,22.05769231,4.451892157,0.25630601,35.43366,45.88,7.899083333,0.21400894,0.310082609,0.838025575,0.719,1.520777778,3.712105263,2.9136,2.66,5.088386503,4.825,0.161019776,0.007725423,0.003002795,0.184947307,0.517524862,0.46814639,0.008116576,0.01644538,0.016340395
78,Competition,FinalClaim,0.862953692,142.2706682,123.1596829,0.523259259,1.240740741,0.456735849,0.856703001,4.709333333,11.16666667,1.7326,0.306589751,9.418666667,22.33333333,2.668,0.188844847,0.325,1.333,0,1.247,1.854,0,0,2.668,0,0.414071348,0.04413222,0,0.471758211,0.262457531,0.188844847,0,0,0
78,Competition,PrimaryClaim,0.866666667,7.570487017,6.413884834,7.608493333,0.96,1.240351351,0.160848315,81.51957143,10.28571429,11.22916667,0.118069806,114.1274,14.4,16.09525,0.112823038,0.308,1.415,0.864,0,2.924,0,0,2.924,0,0.020510412,0,0,0.01983748,0.010248196,0.010248196,0.001514097,0,0
79,Appearance,Data,0.807179015,99.37526701,83.07586574,1.140398941,1.888790821,0.586019452,0.512965222,12.92072,21.4,2.887183673,0.218984701,38.00211765,62.94117647,5.96425,0.147713131,0.341154696,0.984149837,3.51475,1.561,3.575080292,4.25775,3.903,5.440368201,5.659571429,0.143372041,0.013289507,0.003020729,0.233836814,0.758140413,1.006327821,0.021761945,0.026362308,0.030661604
79,Appearance,FinalClaim,0.962962963,124.3985448,102.1006924,0.79884375,1.65625,0.532269841,0.655889371,6.39075,13.25,1.672428571,0.228983296,17.042,35.33333333,2.26,0.088409029,0.352,1.062,0,1.488,2.165,0,0,2.26,0,0.172123773,0.029104565,0,0.332355357,0.12703908,0.088409029,0,0,0
79,Appearance,PrimaryClaim,0.866972477,36.61689293,30.34455479,3.46995098,2.117647059,0.455128713,0.129876955,44.241875,27,1.788142857,0.035365251,117.9783333,72,2.584,0.014601551,0.342,0.812,0,1.317,1.746,0,0,0,0,0.050246514,0.003721022,0,0.082591436,0.069063529,0,0,0,0
80,Competition,Data,0.872889772,101.8971213,83.98670379,2.460377593,4.178423237,0.57199375,0.231517444,23.71804,40.28,2.189479167,0.088620308,53.90463636,91.54545455,3.39055,0.057180947,0.357882353,1.004697987,0.735833333,1.048,2.401262931,2.676,0,3.293411255,3.29,0.041042177,0.000883716,0,0.252466055,0.4697631,0.641518439,0.007445809,0.020308592,0.024968336
80,Competition,FinalClaim,0.942731278,126.908131,104.2810999,2.43956,5.16,0.540958333,0.212874453,20.32966667,43,2.292,0.075161095,30.4945,64.5,3.48,0.05705947,0.384,0.961,0,1.104,3.48,0,0,3.48,0,0.044073521,0.018101625,0,0.267867976,0.05705947,0.05705947,0,0,0
80,Competition,PrimaryClaim,0.812903226,27.03992132,22.72410326,10.64398438,4.796875,0.643919355,0.05860558,61.92863636,27.90909091,2.104666667,0.027806199,136.243,61.4,3.503666667,0.015429784,0.390125,0.647,0.592,0,2.599,0,0,2.599,0,0.00916304,0,0,0.032292301,0.003815242,0.003815242,0.000869035,0,0
81,Competition,Data,0.769230769,31.8651482,26.77426654,3.657655172,1.942528736,0.772316602,0.209532728,18.35861538,9.75,2.4653,0.129120891,38.18592,20.28,3.754173913,0.090447998,0.378626506,1.388928571,0.908,1.746,3.127557377,1.3,2.752,3.926737705,2.743,0.03291894,0.007315786,0.002882738,0.101843821,0.199844341,0.250910283,0.001902272,0.002723517,0.005746621
81,Competition,FinalClaim,1,132.6986874,115.390163,1.094684211,2.421052632,0.790166667,0.683830953,10.3995,23,9.471,0.455358431,10.3995,23,9.471,0.455358431,0.267,1.936,0,0,9.471,0,0,9.471,0,0.102697245,0,0,0.558488389,0.455358431,0.455358431,0,0,0
81,Competition,PrimaryClaim,0.834519573,26.14653244,21.81208054,4.439172414,1.934482759,0.804937282,0.179450193,29.93860465,13.04651163,3.37955,0.105007146,51.4944,22.44,4.928409091,0.08422275,0.390402597,1.461947368,0.488,2.284,2.786392857,2.16,3.472,3.412,2.16,0.023350889,0.003548347,0.002696992,0.086306861,0.121207743,0.087462714,0.00037907,0.001677852,0.001677852
82,Appearance,Data,0.805555556,31.09565661,25.40768176,3.627321113,1.879898862,0.641208122,0.176101374,56.25903922,29.15686275,5.108208333,0.085456943,92.55519355,47.96774194,7.809285714,0.076209104,0.318837264,0.942942308,0.502111111,1.440285714,3.8849,0,3.528,5.847181818,0,0.047116437,0.003513858,0.001229606,0.068357468,0.027079918,0.022416964,0.001574997,0,0
82,Appearance,PrimaryClaim,0.897009967,8.002660344,6.65085961,13.69914815,1.827160494,0.673710692,0.048268298,130.5448235,17.41176471,4.072071429,0.025688269,221.9262,29.6,6.708,0.021158385,0.368287234,0.98345,0,2.274,5.158,0,4.757,6.24,0,0.01559933,0.003073995,0.002143505,0.017725712,0.009296784,0.008435237,0,0,0
83,Competition,Data,0.785764131,19.92510891,16.3781569,7.862775926,2.611111111,1.081035448,0.136469332,41.62646078,13.82352941,4.223663265,0.097486775,83.25292157,27.64705882,7.329680851,0.081135938,0.482891892,2.320175,0.6432,2.182466667,5.273038462,5.311666667,3.522666667,10.59456818,13.263,0.021040303,0.007710263,0.00497798,0.109290164,0.129158984,0.109790883,0.000757437,0.003753033,0.00312372
83,Competition,FinalClaim,0.839673913,2.997855171,2.452790594,56.45061538,2.820512821,0.678648649,0.011405476,366.929,18.33333333,3.05575,0.005551937,366.929,18.33333333,3.05575,0.005551937,0.384882353,0.853941176,0,0,2.776,0,0,2.776,0,0.002971965,0,0,0.006593919,0.002521832,0.002521832,0,0,0
83,Competition,PrimaryClaim,0.694148936,17.55710309,14.4015697,7.163997167,2.09631728,1.217571429,0.168512601,33.71854667,9.866666667,4.372833333,0.124498842,56.19757778,16.44444444,6.49152381,0.107811685,0.62203125,1.358384615,0.352,2.575666667,2.263,0,3.501714286,6.2064,0,0.023613117,0.012221958,0.009692786,0.055863222,0.05995553,0.024541983,0.000139191,0,0
84,Competition,Data,0.884393064,52.58781946,43.0632433,2.775714063,2.4328125,0.589029827,0.211213669,21.40309639,18.75903614,1.97945,0.089141477,68.32526923,59.88461538,3.541695652,0.045854755,0.362836502,1.203904306,0.764,1.332181818,1.99666,1.26,0,4.329666667,0,0.053717033,0.008249003,0,0.141639229,0.112395628,0.029246979,0.000860139,0.001418554,0
84,Competition,FinalClaim,0.910834132,50.11596412,40.38470895,2.569041667,2.145833333,0.696255319,0.265371328,12.3314,10.3,1.952777778,0.142522341,24.6628,20.6,2.9,0.0940688,0.339,1.155,0,0,2.157,0,0,2.576,0,0.043985273,0,0,0.103029664,0.052475794,0.041779522,0,0,0
84,Competition,PrimaryClaim,0.826347305,16.03341094,12.96114058,7.8118125,2.0875,1.000448718,0.124866988,41.663,11.13333333,3.997230769,0.083149717,104.1575,27.83333333,9.6795,0.061954252,0.400666667,2.514588235,0,1.5835,15.903,0,0,15.903,0,0.015386954,0.005067646,0,0.068402819,0.050894079,0.050894079,0,0,0
85,Appearance,Data,0.671495085,80.15755591,67.31883252,1.552679781,2.07431694,0.594510941,0.382475002,13.7932233,18.42718447,2.390578431,0.171632756,31.57115556,42.17777778,3.670931818,0.113690978,0.389,0.891,0.781,1.988,2.893,3.117,3.112,3.173,3.38,0.090904356,0.018191007,0.010952332,0.153025758,0.474461921,0.484648434,0.004397826,0.017551886,0.016653739
85,Appearance,FinalClaim,0.93258427,8.196021515,6.892109001,20.13171875,2.75,0.414419355,0.0199421,214.7383333,29.33333333,1.72,0.005339832,322.1075,44,2.376,0.00368821,0.302,0.668,0,1.064,2.376,0,0,2.376,0,0.007031814,0.001651623,0,0.012443051,0.00368821,0.00368821,0,0,0
86,Appearance,Data,0.791005291,83.80136138,68.05047678,1.698342229,2.372056515,1.317965409,0.774812265,7.309756757,10.20945946,4.289380952,0.582837267,14.81978082,20.69863014,7.312013889,0.486636705,0.628,1.759,0.805,5.269,3.426,2.293,11.602,4.847,3.909,0.124805425,0.063315044,0.053621409,0.359329996,0.687198894,0.972227974,0.0022323,0.006358588,0.010839825
86,Appearance,FinalClaim,0.934210526,7.850871568,6.343088287,21.77381132,2.849056604,1.054903846,0.047534168,104.9101818,13.72727273,3.8352,0.033233623,192.3353333,25.16666667,6.5456,0.02836019,0.364,1.214,0,1.148,2.779,0,0,3.652,0,0.007570112,0.001989581,0,0.022091625,0.007224362,0.006329224,0,0,0
87,Competition,Data,0.676624347,82.61579178,68.55485899,2.302414868,3.170263789,0.973949398,0.420983286,12.80142667,17.62666667,3.709465753,0.282042522,24.61812821,33.8974359,5.919297297,0.228114158,0.471189189,1.033807229,0.5312,2.439888889,2.763506849,2.231,3.2958,3.073434783,2.418,0.054475178,0.022871409,0.017163712,0.178742578,0.210118247,0.220878506,0.002766358,0.006971098,0.007555408
87,Competition,FinalClaim,0.659547739,285.7466833,251.729221,0.8819,4.2,0.398222222,0.406395283,4.4095,21,1,0.113391541,8.819,42,0,0,0.43,0.424,0,1,0,0,0,0,0,0.243791813,0.113391541,0,0.240390067,0,0,0,0,0
87,Competition,PrimaryClaim,0.535714286,25.09274386,21.48227712,8.982891892,3.756756757,0.674833333,0.073093899,36.92966667,15.44444444,1.85375,0.044619351,110.789,46.33333333,2.724,0.016391519,0.441,0.606,0,1.624,1.679,0,0,0,0,0.009287926,0.004886165,0,0.027349286,0.010103289,0,0,0,0
88,Competition,Data,0.849931787,32.55530084,26.74982881,4.921465201,2.67032967,0.662431734,0.133614427,37.32111111,20.25,2.715823529,0.068726369,74.64222222,40.5,4.221,0.050266456,0.312104348,0.924814815,0.544,1.468,2.68775,0,0,3.189176471,0,0.026714103,0.002185239,0,0.074339814,0.048011254,0.040352496,0.000404894,0,0
88,Competition,FinalClaim,0.91237678,34.93257768,27.60406488,4.162983051,2.423728814,0.980852273,0.234281697,32.03686957,18.65217391,5.305454545,0.158404447,61.404,35.75,9.316363636,0.139078887,0.305,1.754,1.092,1.64,3.769,0,0,3.895,0,0.029388693,0.002225696,0,0.159487438,0.194371159,0.190297049,0.002963976,0,0
88,Competition,PrimaryClaim,0.890387858,22.0712988,17.64202455,7.611695238,2.8,0.856478261,0.110913907,66.60233333,24.5,5.455761905,0.071676042,145.3141818,53.45454545,11.937375,0.059744528,0.273287671,0.830813953,0.818666667,0,2.057061224,2.164,0,2.704,0,0.012480794,0,0,0.044699385,0.063058351,0.001691632,0.001536483,0.002707613,0
89,Appearance,Data,0.817089453,87.27213409,72.70735871,2.288626667,3.328888889,1.326892857,0.577200106,9.998854369,14.54368932,4.584267327,0.449576748,19.43173585,28.26415094,7.67127451,0.379883326,0.461649485,1.117593137,1.1796,2.9084,3.761379518,3.87,3.914,4.6320625,4.236,0.043480709,0.014120064,0.011401306,0.221373905,0.606272369,0.647663519,0.011453739,0.026303984,0.024678555
89,Appearance,FinalClaim,0.869803922,30.90016029,26.65138825,9.137588235,4.705882353,0.5914375,0.060918379,51.77966667,26.66666667,2,0.025750134,77.6695,40,2.672,0.017201089,0.316,0.903,0,0,2,0,0,2.672,0,0.008137042,0,0,0.034878556,0.025750134,0.017201089,0,0,0
90,Appearance,Data,0.828781513,62.90694901,50.082571,1.686777989,1.768500949,0.598051331,0.353879712,34.18969231,35.84615385,5.24614,0.147540532,84.66019048,88.76190476,11.65815789,0.12459052,0.322102767,0.815093525,0.995545455,1.532875,1.737828947,1.571,2.977,3.946,0,0.091674054,0.006897603,0.001674481,0.127454068,0.222865754,0.008878069,0.006159639,0.007069157,0
90,Appearance,FinalClaim,0.783505155,118.6109833,99.21547662,1.031166667,2.038461538,0.391233766,0.374544641,16.0862,31.8,1.12,0.055699917,80.431,159,0,0,0.342,0.579,0,1.124,1.176,0,0,0,0,0.187092042,0.027949422,0,0.151173055,0.014621228,0,0,0,0
91,Appearance,Data,0.699410609,44.66427209,36.94235472,2.1845623,1.626198083,1.170442308,0.53406711,20.11082353,14.97058824,7.793818182,0.376145125,52.59753846,39.15384615,19.2105,0.337140668,0.350026432,0.775727273,6.244,1.437,2.241454545,7.644,2.351,3.177,8.496,0.058101578,0.005253975,0.00171915,0.081115963,0.198324578,0.204437763,0.009131752,0.01117923,0.012425267
91,Appearance,FinalClaim,0.820742638,176.1931599,144.1580399,0.702354167,2.0625,0.444042553,0.619049032,8.42825,24.75,1.554666667,0.138344259,16.8565,49.5,2.2,0.065256726,0.3,0.65,0,0,2.312,0,0,2.312,0,0.1601756,0,0,0.327766737,0.068578886,0.068578886,0,0,0
91,Appearance,PrimaryClaim,0.817109145,46.43759603,39.25082521,2.226312821,1.723076923,0.451051813,0.200522423,33.39469231,25.84615385,1.839,0.046596534,86.8262,67.2,3.258333333,0.022516245,0.346024096,0.739636364,3.408,1.3115,2.005,3.008,0,3.872,3.008,0.066155147,0.006041955,0,0.074963548,0.013855265,0.008918967,0.007850165,0.006928784,0.006928784
